,acc. date,type,operator,fat.,location,dmg
11291,11 Sep 2019,Convair CV-440,Ferreteria e Implementos San Francisco,2,"1 km ENE of Toledo-Express Airport, OH (TOL)",dst
11292,16 Sep 2019,Cessna 208B Grand Caravan,TwoFlex,0,"0,6 km W of Manaus-Eduardo Gomes International Airport, AM (MAO)",dst
11293,18 Sep 2019,Britten-Norman BN-2A-21 Islander,Caroline Islands Air,0,"Ta Island Airstrip, Caroline Islands",w/o
11294,18 Sep 2019,Viking Air DHC-6-400 Twin Otter,Rimbun Air,4,"10 km from Kampung Mamontoga, Hoeya District, Mimika Regency",dst
11295,20 Sep 2019,Cessna 208B Grand Caravan,private,0,"Pepperell Airport, MA",sub
11296,23 Sep 2019,Britten-Norman BN-2A-27 Islander,FlyMontserrat,0,Montserrat-John A. Osborne Airport (MNI),sub
11297,23 Sep 2019,Cessna 208B Grand Caravan EX,Auric Air,2,Seronera Airstrip (SEU),dst
11298,24 Sep 2019,Cessna 208B Grand Caravan,Gobernación del Estado Bolívar,0,San Salvador de Paúl Airstrip,sub
11299,24 Sep 2019,Cessna 208 Caravan,Department of Royal Rainmaking and Agricultural Aviation,2,"Moo 2, Sai Yok District",w/o
11300,30 Sep 2019,Antonov An-12BK,Cavok Air,0,Liverpool International Airport (LPL),sub
11301,30 Sep 2019,Gulfstream American G-1159 Gulfstream II B,private,0,"Blue Creek, Orange Walk",dst
11302,2 Oct 2019,Boeing B-17G Flying Fortress,The Collings Foundation,7,"Windsor Locks-Bradley International Airport, CT (BDL)",dst
11303,4 Oct 2019,Antonov An-12BK,Ukraine Air Alliance,5,"1,1 km SE of Lviv-Danylo Halytskyi International Airport (LWO)",sub
11304,7 Oct 2019,Hawker 800XP,Delta Private Jets,0,"Fort Myers-Southwest Florida International Airport, FL (RSW)",sub
11305,7 Oct 2019,Honda HA-420 HondaJet,Pro by Air,0,"Charleston International Airport, SC (CHS)",sub
11306,10 Oct 2019,Antonov An-72,Air Force of the Democratic Republic of the Congo,8,near Kole,dst
11307,11 Oct 2019,de Havilland Canada DHC-6 Twin Otter 100,Skydive Georgia,0,"Cedartown-Polk County Airport, GA",sub
11308,11 Oct 2019,Fokker 50,Silverstone Air Services,0,near Nairobi-Wilson Airport (WIL),dst
11309,17 Oct 2019,Saab 2000,PenAir - Peninsula Airways,1,"Unalaska-Tom Madsen Airport, AK (DUT)",sub
11310,18 Oct 2019,Airbus CC-150 Polaris (A310-300),Royal Canadian Air Force - RCAF,0,"Trenton Canadian Forces Base, ON (YTR)",sub
11311,18 Oct 2019,Douglas DC-3C,Atlantic Air Cargo,0,"4,6 km NW off Nassau-Lynden Pindling International Airport (NAS)",unk
11312,22 Oct 2019,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Endeavor Air,0,"near Atlanta Hartsfield-Jackson International Airport, GA (ATL)",sub
11313,22 Oct 2019,Basler BT-67 Turbo 67 (DC-3T),Fuerza Aérea Salvadoreña,0,San Salvador/Ilopango International Airport (SAL),sub
11314,25 Oct 2019,Rockwell Sabreliner 65,private,0,"Sipacate, Escuintla",w/o
11315,25 Oct 2019,Beechcraft 200 Super King Air,private,0,"Palajuyú, Sipacate, Escuintla",sub
11316,26 Oct 2019,de Havilland Canada DHC-3T/M601 Turbine Otter,Blue Water Aviation Services,3,"Family Lake, Little Grand Rapids First Nation, MB",dst
11317,27 Oct 2019,Gulfstream American G-1159 Gulfstream II SP,private,0,"Vista Hermosa, Ixcán",dst
11318,27 Oct 2019,Let L-410UVP,Abeer Air Services,0,Kolnyang County,dst
11319,29 Oct 2019,de Havilland Canada DHC-8-402Q Dash 8,Horizon Air,0,"near Boise, ID",sub
11320,5 Nov 2019,Learjet 35A,USMX AirLink,0,San Jose Cabo-Los Cabos Airport (SJD),sub
11321,11 Nov 2019,de Havilland Canada DHC-8-315Q MPA,Surveillance Australia,0,"Darwin Airport, NT (DRW)",non
11322,11 Nov 2019,British Aerospace BAe-125-700A,private,0,Petén,dst
11323,11 Nov 2019,Embraer EMB-145LR (ERJ-145LR),American Eagle,0,"Chicago-O'Hare International Airport, IL (ORD)",unk
11324,14 Nov 2019,Cessna 550 Citation II,José João Abdalla Filho,5,"Maraú-Barra Grande Airport, BA",dst
11325,15 Nov 2019,Cessna 560 Citation Encore,ETG Aviation LLC,0,"San Antonio International Airport, TX (SAT)",sub
11326,15 Nov 2019,Cessna 525B CitationJet CJ3,Pilot Point Consultancy LLC,0,"San Antonio International Airport, TX (SAT)",sub
11327,16 Nov 2019,Bombardier CRJ-900,0,Düsseldorf International Airport (DUS),sub,
11328,16 Nov 2019,Airbus A330-243,Air Namibia,0,Frankfurt International Airport (FRA),min
11329,16 Nov 2019,Boeing 777-3B5ER,Korean Air,0,Frankfurt International Airport (FRA),sub
11330,21 Nov 2019,Boeing 737-8F2 (WL),THY Turkish Airlines,0,Odessa-Central Airport (ODS),sub
11331,21 Nov 2019,Gulfstream G150,Tahe Havacilik,0,Odessa-Central Airport (ODS),sub
11332,22 Nov 2019,Boeing 737-401,Avior - Aviones de Oriente,0,Bogotá-Eldorado Airport (BOG),sub
11333,23 Nov 2019,Beechcraft B200 King Air,private,0,Saint-Jean du Sud,w/o
11334,24 Nov 2019,Dornier 228-201,Busy Bee Congo,21+6,1 km S of Goma Airport (GOM),dst
11335,26 Nov 2019,Cessna 208B Grand Caravan,Tropicair,0,Gasmata,non
11336,1 Dec 2019,British Aerospace BAe-125-700A,private,0,"near El Picudo, San Andrés",dst
11337,1 Dec 2019,Beechcraft B99 Airliner,Flamingo Air Charter,0,Black Point Airstrip,sub
11338,2 Dec 2019,British Aerospace BAe-125-700A,private,0,near San Andrés Villa Seca,w/o
11339,3 Dec 2019,British Aerospace BAe-125-800A,Business Jet Managers Inc,0,"Detroit-Coleman A. Young International Airport, MI (DET)",sub
11340,3 Dec 2019,Basler BT-67 Turbo 67 (DC-3T),North Star Air,0,"0,5 km SW of Sachigo Lake Airport, ON (ZPB)",sub
11341,4 Dec 2019,Beechcraft 200 Super King Air,private,2,"Sayaxché, Petén",dst
11342,6 Dec 2019,British Aerospace BAe-125-800A,private,0,"0,4 km NW of Chan Chen, Corozal",dst
11343,9 Dec 2019,Lockheed C-130H Hercules,Fuerza Aérea de Chile,38,520 km NW off King George Island,dst
11344,9 Dec 2019,Cessna 208B Super Cargomaster,Martinaire,1,"ca 11 km NE of Victoria Regional Airport, TX (VCT)",dst
11345,10 Dec 2019,de Havilland Canada DHC-8-402Q Dash 8,Ethiopian Airlines,0,Juba Airport (JUB),sub
11346,15 Dec 2019,Grumman American G-1159 Gulfstream IISP,private,0,Quiché,dst
11347,16 Dec 2019,Beechcraft 200 Super King Air,private,0,Sarteneja airstrip,dst
11348,17 Dec 2019,Beechcraft B300 King Air 350,Ritch Air LLC,0,"Visalia Airport, CA (VIS)",sub
11349,18 Dec 2019,Beechcraft 200 Super King Air,WL Aviation LLC,0,"Fresno Yosemite International Airport, CA (FAT)",sub
11350,18 Dec 2019,Cessna 525A CitationJet CJ2,C-GHGR Holdings,0,"near Scottsbluff, NE",sub
11351,18 Dec 2019,Beechcraft 200 Super King Air,private,0,"El Chico, Retalhuleu",dst
11352,19 Dec 2019,Beechcraft A100 King Air,Representaciones Aero3,9,near Charallave-Óscar Machado Zuloaga Airport,dst
11353,21 Dec 2019,Boeing 737-7BD (WL),Southwest Airlines,0,"near Kansas City International Airport, MO (MCI)",sub
11354,22 Dec 2019,Boeing 737-824 (WL),United Airlines,0,"Denver International Airport, CO (DEN)",sub
11355,24 Dec 2019,Cessna 208B Grand Caravan,Calafia Airlines,2,near Tastiota,dst
11356,27 Dec 2019,Cirrus SF50 Vision Jet,private,0,"Santa Monica Airport, CA (SMO)",sub
11357,27 Dec 2019,Fokker 100,Bek Air,12,near Almaty Airport (ALA),dst
11358,28 Dec 2019,Let L-410UVP-E,Air Fast Congo,0,Kamina Airport (KMN),sub
11359,29 Dec 2019,Cessna 560XL Citation XLS,Sunny Sky,0,"6 km from Otamendi, BA",sub
11360,2 Jan 2020,Antonov An-12A,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),18,5 km from Geneina Airport (EGN),w/o
11361,3 Jan 2020,Hawker 900XP,Million Air San Juan,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),sub
11362,3 Jan 2020,Harbin Yunshuji Y-12 II,Sri Lanka Air Force,4,near Haputale,w/o
11363,4 Jan 2020,Beechcraft B200 King Air,"L.C. Whitford Co., Inc.",0,"Morristown Municipal Airport, NJ (MMU)",sub
11364,5 Jan 2020,de Havilland Canada DHC-8-202Q,US Special Operations Command (USSOCOM),0,Manda Bay-Camp Simba Air Base,dst
11365,5 Jan 2020,Beechcraft B300 King Air 350,L3 Technologies,2,Manda Bay-Camp Simba Air Base,dst
11366,8 Jan 2020,Boeing 737-823 (WL),American Airlines,0,"New York-La Guardia Airport, NY (LGA)",sub
11367,8 Jan 2020,Boeing 737-8KV (WL),Ukraine International Airlines,176,near Sabashahr,dst
11368,9 Jan 2020,Lockheed C-130BZ Hercules,South African Air Force - SAAF,0,Goma Airport (GOM),sub
11369,10 Jan 2020,Airbus A321-231 (WL),Nordwind Airlines,0,Antalya Airport (AYT),sub
11370,16 Jan 2020,Beechcraft B200 King Air,LifeMed Alaska,0,"NW off Unalaska-Tom Madsen Airport, AK (DUT)",w/o
11371,19 Jan 2020,Fairchild SA227-AC Metro III,Perimeter Aviation,0,"Shamattawa Airport, MB (ZTM)",sub
11372,20 Jan 2020,de Havilland Canada DHC-8-314 Dash 8,Air Inuit,0,"Schefferville Airport, QC (YKL)",sub
11373,23 Jan 2020,Cessna S550 Citation S/II,South African Civil Aviation Authority,3,5 km NW of Friemersheim,dst
11374,23 Jan 2020,Lockheed EC-130Q Hercules,Coulson Aviation,3,"near Cooma, NSW",dst
11375,24 Jan 2020,Gulfstream G150,Compass Aviation LLC,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),sub
11376,27 Jan 2020,Bombardier E-11A (Global Express),United States Air Force - USAF,2,39 km NNW of Sharana FOB,dst
11377,27 Jan 2020,McDonnell Douglas MD-83,Caspian Airlines,0,Bandar Mahshahr Airport (MRX),dst
11378,30 Jan 2020,Hawker 900XP,ALE - Aerolineas Ejecutivas,0,Monterrey-Aeropuerto Del Norte (NTR),w/o
11379,31 Jan 2020,Bombardier DHC-8-402Q Dash 8,WestJet Encore,0,"Terrace Airport, BC (YXT)",sub
11380,1 Feb 2020,Boeing 747-412F (SCD),ACT Airlines,0,Dammam-King Fahad International Airport (DMM),sub
11381,3 Feb 2020,Boeing 747-412 (BCF),Kalitta Air,0,"Los Angeles International Airport, CA (LAX)",sub
11382,3 Feb 2020,Boeing 767-375ER,Air Canada,0,Madrid-Barajas Adolfo Suárez Airport (MAD),min
11383,4 Feb 2020,Cessna 208B Grand Caravan,Grant Aviation,0,"Hooper Bay Airport, AK (HPB)",sub
11384,5 Feb 2020,Boeing 737-86J (WL),Pegasus Airlines,3,Istanbul-Sabiha Gökçen International Airport (SAW),dst
11385,6 Feb 2020,Cessna 208B Grand Caravan,Redding Aero Enterprises Inc.,0,"NW off Eureka-Murray Field, CA (EKA)",sub
11386,7 Feb 2020,Cessna 208B Super Cargomaster,Mountain Air Cargo,0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",sub
11387,7 Feb 2020,Boeing 757-256 (WL),Icelandair Flugfélag Islands,0,Keflavík International Airport (KEF),unk
11388,8 Feb 2020,Beechcraft 200 Super King Air,Transportes Torreon,0,Rio Bueno-Fundo Cuincahuin Airstrip,dst
11389,8 Feb 2020,Cessna 501 Citation I/SP,Remonia Air,4,"near Fairmount, GA",dst
11390,9 Feb 2020,Boeing 737-524 (WL),Utair,0,Usinsk Airport (USK),sub
11391,12 Feb 2020,Cessna 560 Citation Encore,SC Cole Aviation LLC,0,"over Benbrook, TX",sub
11392,14 Feb 2020,Cessna 208 Caravan I,Mission Aviation Fellowship - MAF,0,Miyanmin Airstrip (MPX),sub
11393,20 Feb 2020,Cessna 510 Citation Mustang,Private,0,"Daytona Beach International Airport, FL (DAB)",sub
11394,20 Feb 2020,Beechcraft B200 King Air,"Lauren Engineers & Constructors, Inc.",3,"near Lake Coleman, TX",dst
11395,20 Feb 2020,Antonov An-2T,T-Cement,0,Magadan-13 Airport,sub
11396,21 Feb 2020,de Havilland Canada DHC-3T Vazar Turbine Otter,Harbour Air,0,"Vancouver-Coal Harbour SPB, BC (CXH)",sub
11397,23 Feb 2020,Bombardier CL-600-2B16 Challenger 605,Canadian Pacific Railway Company,0,"Calgary International Airport, AB (YYC)",sub
11398,24 Feb 2020,de Havilland Canada DHC-6 Twin Otter 300,Trans Maldivian Airways,0,"Kuredu Island Resort, Lhaviyani Atoll",sub
11399,24 Feb 2020,Fairchild SA227-DC Metro 23,Bearskin Airlines,0,"Dryden Regional Airport, ON (YHD)",sub
11400,25 Feb 2020,Boeing 737-301 (BDSF),Trigana Air Service,0,Jayapura-Sentani Airport (DJJ),sub
11401,25 Feb 2020,Learjet 55,Expectra Aviation Inc.,0,"Belmar/Farmingdale-Monmouth Executive Airport, NJ (BLM)",sub
11402,26 Feb 2020,Antonov An-2P,Orlan 2000,0,"1,5 km NW of Ust-Kamenogorsk Airport (UKK)",dst
11403,27 Feb 2020,Dassault Falcon 50,private,0,"Toronto-Buttonville Airport, ON (YKZ)",dst
11404,28 Feb 2020,Airbus A300B4-203 (F),Sigma Airlines,0,Sharjah Airport (SHJ),sub
11405,29 Feb 2020,Learjet 35A,East Coast Jets,0,"Altoona Airport, PA (AOO)",sub
11406,3 Mar 2020,Dassault Falcon 7X,private,0,"Nashville-John C. Tune Airport, TN",sub
11407,3 Mar 2020,Cessna 560 Citation Encore,private,0,"Nashville-John C. Tune Airport, TN",sub
11408,3 Mar 2020,Cirrus SF50 Vision Jet,BBR Air,0,"Nashville-John C. Tune Airport, TN",sub
11409,3 Mar 2020,Learjet 55,Jetleg Management,0,"Nashville-John C. Tune Airport, TN",sub
11410,3 Mar 2020,Beechcraft 200 Super King Air,AT Aero LLC,0,"Nashville-John C. Tune Airport, TN",sub
11411,3 Mar 2020,Beechcraft 200 Super King Air,Executive Business Aviation Inc,0,"Nashville-John C. Tune Airport, TN",sub
11412,3 Mar 2020,Bombardier BD-100-1A10 Challenger 300,Legacy Air LLC,0,"Nashville-John C. Tune Airport, TN",sub
11413,3 Mar 2020,Cessna 525C Citation CJ4,Textron Inc.,0,"Nashville-John C. Tune Airport, TN",sub
11414,3 Mar 2020,Cessna 525 CitationJet CJ1,"Crye-Leike South, Inc",0,"Nashville-John C. Tune Airport, TN",sub
11415,3 Mar 2020,Beechcraft B300 King Air 350i,Carol 1 LLC,0,"Nashville-John C. Tune Airport, TN",w/o
